question_type,multiple_choice_answer,answers,image_id,answer_type
is the dog,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20104,yes/no
what is,fire,"[{'answer': 'fire', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'fireplace', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'fire', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'fire', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'fire', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'fire', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'fire', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'fireplace', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'fire', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'fire', 'answer_confidence': 'yes', 'answer_id': 10}]",20104,other
are the,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 10}]",20104,yes/no
is the,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20095,yes/no
what color,tan,"[{'answer': 'tan', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'gray', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'brown', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'brown', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'brown', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'brown', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'tan', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'tan', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'tan', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'tan', 'answer_confidence': 'maybe', 'answer_id': 10}]",20095,other
is the woman,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20095,yes/no
are there,yes,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20169,yes/no
is the woman,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20169,yes/no
is the,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20169,yes/no
are the,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20173,yes/no
is there,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20173,yes/no
none of the above,blue,"[{'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 10}]",20173,other
is anyone,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20188,yes/no
what is,cup,"[{'answer': 'cup', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'cup', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'cup', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'drink', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'drink', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'baby', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'cup', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'cup', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'cup', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'cup', 'answer_confidence': 'yes', 'answer_id': 10}]",20188,other
what is on the,nothing,"[{'answer': 'nothing', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'nothing', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'nothing', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'man', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'nothing', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'nothing', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'nothing', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'nothing', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'nothing', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'nothing', 'answer_confidence': 'maybe', 'answer_id': 10}]",20188,other
is the,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20024,yes/no
how many trees are,3,"[{'answer': '3', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 10}]",20024,number
is the sun,no,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20024,yes/no
where is the,table,"[{'answer': 'on table', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'table', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'table', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'on table', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'on table', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'table', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'on table', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'table', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'on table', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'table', 'answer_confidence': 'maybe', 'answer_id': 10}]",20110,other
what is on the,plant and basket,"[{'answer': 'plant and picnic basket', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'picnic basket and plant', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'picnic basket', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'plant and basket', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'basket', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'basket and plant', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'plant and basket', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'plant and basket', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'basket', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'plant and picnic basket', 'answer_confidence': 'yes', 'answer_id': 10}]",20110,other
how many,2,"[{'answer': '5', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '6', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'green and yellow', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '7', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': '7', 'answer_confidence': 'yes', 'answer_id': 10}]",20110,number
what kind of,pugs,"[{'answer': 'pugs', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'not sure', 'answer_confidence': 'no', 'answer_id': 2}, {'answer': 'pugs', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'puppies', 'answer_confidence': 'no', 'answer_id': 4}, {'answer': 'puggle', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'pugs', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'pugs', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'pugs', 'answer_confidence': 'no', 'answer_id': 8}, {'answer': 'pugs', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'puppies', 'answer_confidence': 'yes', 'answer_id': 10}]",20100,other
what color is the,red,"[{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 10}]",20100,other
is the boy,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20100,yes/no
what kind of,blocks,"[{'answer': 'blocks', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'blocks', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'blocks', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'blocks', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'blocks', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'blocks', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'blocks', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'blocks', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'blocks', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'blocks', 'answer_confidence': 'yes', 'answer_id': 10}]",20036,other
what is the boy,cartoons,"[{'answer': 'barney', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'cartoons', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'kids movie', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'blank screen', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': ""kid's show"", 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'cartoons', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'cartoons', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'nothing', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'nothing', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'nothing', 'answer_confidence': 'maybe', 'answer_id': 10}]",20036,other
what is,fire,"[{'answer': 'fire', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'fire', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'fire', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'fire', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'fireplace', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'fire', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'fire', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'fire', 'answer_confidence': 'no', 'answer_id': 9}, {'answer': 'fire', 'answer_confidence': 'yes', 'answer_id': 10}]",20036,other
how many,3,"[{'answer': '3', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '6', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '6', 'answer_confidence': 'yes', 'answer_id': 10}]",20163,number
what is the,white,"[{'answer': 'white', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'white', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'white', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'white', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'white', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'white', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'white', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'white', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'white', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'white', 'answer_confidence': 'yes', 'answer_id': 10}]",20163,other
is the boy,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'no', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20163,yes/no
what is the woman,water,"[{'answer': 'soda', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'alcohol', 'answer_confidence': 'no', 'answer_id': 2}, {'answer': 'wine', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'soda', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'water', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'water', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'water', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'wine', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'pop', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'water', 'answer_confidence': 'maybe', 'answer_id': 10}]",20078,other
how many plants are,5,"[{'answer': '5', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 10}]",20078,number
do,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20078,yes/no
what is the man,pie,"[{'answer': 'pie', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'pie', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'pie', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'pie', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'pie', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'cherry pie', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'pie', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'cake', 'answer_confidence': 'maybe', 'answer_id': 10}]",20136,other
how many,2,"[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 10}]",20136,number
what color is the,brown,"[{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'red', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'brown', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'purple', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'brown', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'not clear', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'brown', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'brown', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'pink', 'answer_confidence': 'maybe', 'answer_id': 10}]",20136,other
how many birds are,3,"[{'answer': '4', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '4', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 10}]",20068,number
is the,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'no', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20068,yes/no
